可直接勾選+輸入日期，離線暫存按確認批量寫入，過程有提示	Can tick directly + enter dates; changes are staged offline and written in batch on confirmation, with prompts throughout
可在「📝待批」批量批准/拒絕成員申請	Can approve/reject member requests in batch in "📝 Pending"
可在「👥用戶管理」將成員改為管理委員會，並按個別成員設定可考核什麼（會員章/活動段章/其他獎章逐個勾）	Can change members to the Crew Management Committee in User Management and set each member's assessable scope (Membership Badge / Activities segments / Other badges individually)
領袖默認全部權限，團長/管理員可更改低層級可勾選範圍	Leaders have full permissions by default; the Group Scout Leader/Admin can change lower-level tick scopes
團長/管理員可在「👥用戶管理」授權/收回勾選權限，設定細緻權限	The Group Scout Leader/Admin can grant/revoke tick permissions and set fine-grained permissions in User Management
團長/管理員可在「📋審批申請」審批新帳號	The Group Scout Leader/Admin can approve new accounts in the Approval Centre
訓練方法：	Training Method: 
預期成果：	Expected Outcomes: 
進度流程：	Progress Flow: 
評估原則：	Assessment Principles: 
有用連結：	Useful Links: 
必修課程：	Mandatory Courses: 
前往	Go
預防方法：	Prevention: 
處理方法：	Handling: 
求助熱線：	Helplines: 
📚 各獎章考驗總覽（點擊展開）	📚 Overview of All Badge Assessments (Click to expand)
要求：	Requirement: 
參考段章說明	Refer to the segment description
📄 表格下載及佩戴指引 (樂行童軍支部專用)	📄 Form Downloads & Badge Wearing Guide (Rover Scout Section)
樂行支部官方表格 (PDF)	Official Rover Section form (PDF)
徽章佩戴指引 (2024-04-01起)	Badge Wearing Guide (from 2024-04-01)
樂行支部官網	Rover Section official website
樂行童軍訓練綱要 第5版 (2026)	Rover Scout Training Scheme 5th Edition (2026)
青少年活動署最新綱要	Latest scheme from the Programme Branch
新修訂支部訓練綱要通告 P022-26	Circular P022-26 - Revised Sectional Training Schemes
2026.02 樂行支部通告	Rover Section circular, Feb 2026
佩戴重點（2024新指引）：	Wearing key points (2024 new guide): 
• 和平使者章佩戴左胸袋中央，取代會員章	• Messengers of Peace Badge worn on the centre of the left chest pocket, replacing the Membership Badge
• 急救章統一左袖上方AYP下方	• First Aid Badge on the upper left sleeve, below the AYP badge
• 拯溺布章佩戴左袖上方中央	• Scout Lifesaving Badge worn on the centre of the upper left sleeve
• 世界童軍獎章最多右袖平行4枚	• Up to 4 WOSM badges in parallel on the right sleeve
• 貝登堡獎章可終身佩戴	• The Baden-Powell Award can be worn for life
🖨️ 樂行童軍表格自動填寫 (已更新最新官方)	🖨️ Rover Scout Form Auto-fill (updated to the latest official)
PT/21 樂行童軍獎章、PT/22 貝登堡獎章、PT/69 考驗申請 2024最新版。	PT/21 Rover Scout Award, PT/22 Baden-Powell Award, PT/69 Assessment Application - latest 2024 versions.
自動帶入姓名、YMIS、旅團、證書號碼、完成日期	Auto-fills name, YMIS, Group, certificate numbers and completion dates
PT/21 需完成4項 (童軍知識、社區服務I、童軍技能I + 選修1)	PT/21 requires 4 completed items (Scouting Knowledge, Community Service I, Scoutcraft I + 1 elective)
PT/22 需先有PT/21證書，再完成社區服務II、童軍技能II、挑戰 + 選修2	PT/22 requires the PT/21 certificate first, then Community Service II, Scoutcraft II, Challenge + 2 electives
一鍵列印官方格式	Print the official format in one click
📋 表格說明 (樂行專用)	📋 Form Notes (Rover Section)
PT/69 考驗申請	PT/69 Assessment Application
：開始樂行/貝登堡考驗前提交計劃簡述。	: submit a summary of the plan before starting the Rover/B-P assessment.
PT/21 樂行童軍獎章	PT/21 Rover Scout Award
：完成4項申請。	: apply after completing 4 items.
PT/22 貝登堡獎章	PT/22 Baden-Powell Award
：完成全部7項 (4必修+3選修其中2)，需區總監及地域總監推薦，每年9月15日前交總會，大會操頒發。	: complete all 7 items (4 core + 2 of 3 electives); requires recommendation by the District Commissioner and Regional Commissioner; submit to Headquarters before 15 September each year; presented at the Grand Rally.
選擇成員：	Select member: 
📝 產生 PT/69 考驗申請	📝 Generate PT/69 Assessment Application
🏅 產生 PT/21 樂行獎章 (最新)	🏅 Generate PT/21 Rover Scout Award (latest)
🏆 產生 PT/22 貝登堡獎章 (最新)	🏆 Generate PT/22 Baden-Powell Award (latest)
(必須先完成PT/21)	(must complete PT/21 first)
🖨️ 列印 PT/69	🖨️ Print PT/69
🖨️ 列印 PT/21 (最新官方格式)	🖨️ Print PT/21 (latest official format)
🖨️ 列印 PT/22 (最新)	🖨️ Print PT/22 (latest)
📄 下載官方空白PT/69	📄 Download blank official PT/69
📄 下載官方空白PT/21	📄 Download blank official PT/21
📄 下載官方空白PT/22	📄 Download blank official PT/22
男	Male
女	Female
姓名	Name
備註	Notes
單位	Unit
近照	Photo
近照 x3	Photos x3
回郵地址用正楷BLOCK LETTERS	Return address in BLOCK LETTERS
三選一剔號	Tick one of three
三選二	Tick two of three
申請人簽署 Applicant	Applicant's Signature
申請者簽署 Applicant	Applicant's Signature
同意 Agreement 團長 RSL 批准開始考驗	Agreement - Rover Scout Leader approves starting the assessment
旅印 Group Stamp	Group Stamp
知會區會 Acknowledged by District	District acknowledgement
批核 Approval 地域總部總監(樂行童軍) RHQC(RS)	Approval - Regional Headquarters Commissioner (Rover Scouts) RHQC(RS)
地域印 Regional Stamp	Regional Stamp
備註：個人資料用途自願，不足無法處理。PT/69 官方最新 2018版，開始考驗前提交。	Note: provision of personal data is voluntary; incomplete data cannot be processed. Official PT/69 2018 version; submit before commencing the assessment.
文件：紀錄冊個人資料、有效日期、貝登堡頁次及證書影印本，經地域交總會。PT/22 2022最新版。	Documents: record book personal data, validity dates, Baden-Powell page numbers and certificate copies, submitted through the Region to Headquarters. PT/22 2022 latest version.
選修	Elective
必修	Core
個人發展 Personal Development	Personal Development
個人興趣 Personal Pursuits	Personal Pursuits
認識世界 Horizons Broadening	Horizons Broadening
挑戰項目 Challenge	Challenge
社區服務(I) Community Service I	Community Service (I)
社區服務(II) Community Service II	Community Service (II)
童軍技能(I) Scoutcraft I	Scoutcraft (I)
童軍技能(II) Scoutcraft II	Scoutcraft (II)
童軍知識 Scouting Knowledge	Scouting Knowledge
由 From	From
至 To	To
項目 Items	Items
計劃簡述 Summary of Planning	Summary of Planning
活動簡述 Summary	Summary
完成日期 Date	Completion Date
審核員 Assessor	Assessor
✅ 已下載範本 CSV（含 4 個範例）	✅ Template CSV downloaded (with 4 examples)
📧 完成後提交	📧 Submit when done
📧 一鍵提交接入申請給 roverbadge 管理員	📧 Submit the integration request to the roverbadge admin in one click
旅團編號 *	Group number *
旅團名稱	Group name
聯絡 Email / 備註	Contact email / notes
請留下聯絡方式...	Please leave your contact...
請填寫旅團編號、Script URL 和 API Key	Please fill in the Group number, Script URL and API Key
✅ 申請已提交！管理員會盡快處理	✅ Application submitted! The admin will process it soon
❌ 提交失敗，請檢查網絡	❌ Submission failed; please check your network
此旅團未在系統登記，請聯絡管理員	This Group is not registered in the system; please contact the admin
無法取得旅團設定	Failed to get Group settings
⚠️ 離線模式：顯示快取資料	⚠️ Offline mode: showing cached data
沒有需要保存的變更	No changes to save
正在寫入雲端...	Writing to cloud...
準備寫入	Preparing to write 
已處理	Processed 
✅ 寫入成功！	✅ Write successful!
❌ 寫入失敗	❌ Write failed
寫入失敗：	Write failed: 
✅ 已成功寫入雲端	✅ Successfully written to cloud
，已保留於瀏覽器可重試	; kept in the browser, you can retry
請稍候，切勿關閉頁面	Please wait; do not close the page
此頁載入出錯，已防止卡死	Error loading this page; freeze prevented
切頁出錯，已返回安全頁	Tab switch error; returned to a safe page
已緊急退出至我的進度	Emergency exit to My Progress
雙擊已返回首頁	Double-click returned to home
⚠️ 載入此頁時出錯：	⚠️ Error loading this page: 
已捨棄未保存變更	Discarded unsaved changes
確定捨棄	Discard 
 項未保存變更？	 unsaved changes?
連線逾時，伺服器沒有回應，請稍後重試	Connection timed out; the server did not respond. Please try again later
無法連接伺服器，請檢查網絡連線	Cannot reach the server; please check your network
無法連接伺服器	Cannot reach the server
伺服器回應格式異常 (HTTP	Unexpected server response format (HTTP 
伺服器回應異常 (HTTP	Unexpected server response (HTTP 
)，請稍後重試	), please try again later
你沒有勾選權限，請使用申請功能	You have no ticking permission; please use the request feature
你的權限不可勾選此項目 (	Your permission does not allow ticking this item (
沒有權限	No permission
無權限	No permission
錯誤：	Error: 
失敗	failed
：網絡錯誤	: network error
⚠️ 正使用後備資料顯示 0082，若 Vercel 上 data/troops.json 未部署，請檢查 GitHub 是否已推送 data/troops.json	⚠️ Showing fallback data for 0082; if data/troops.json is not deployed on Vercel, check whether data/troops.json has been pushed to GitHub
載入出錯，已顯示後備 0082：	Load error; fallback shown for 0082: 
⚠️ Portal 模式：旅團未在 Registry 登記	⚠️ Portal mode: Group not registered in the Registry
未在伺服器端 troops.json / env 找到	not found in the server-side troops.json / env
請聯絡 roverbadge 管理員將旅團 GAS URL 加入 Registry（主系統卡片只需傳 u 參數，不需再傳 backend/apikey）	Please ask the roverbadge admin to add the Group's GAS URL to the Registry (the main-system card only needs the u parameter, no backend/apikey needed)
📍	📍
- Portal預選	- Portal pre-selected
- 進度追蹤 (Portal)	- Progress Tracker (Portal)
- 進度追蹤	- Progress Tracker
- 進度追蹤 (DEMO免登入)	- Progress Tracker (DEMO, no login)
已忽略 URL 中的 backend/apikey 參數：v3.0 起由伺服器端 Registry 解析旅團後端	Ignored backend/apikey parameters in the URL: since v3.0 the server-side Registry resolves the Group's backend
載入 MOCK 中...	Loading MOCK...
DEMO 團長 (免登入試用)	DEMO Leader (no-login trial)
團長 DEMO	Group Scout Leader DEMO
MOCK試用	MOCK demo
✅ 已進入 MOCK 試用模式，10個成員進度、批量剔、表格等皆可用，數據僅在瀏覽器	✅ MOCK demo mode entered: 10 members' progress, batch ticking, forms etc. all work; data stays in the browser
MOCK試用載入失敗：	MOCK demo load failed: 
已清除MOCK	MOCK cache cleared
已清除MOCK快取，正在重新載入真實資料...	MOCK cache cleared; reloading real data...
✅ 已載入	✅ Loaded 
 個新成員，總數	 new members; total 
 人。	 people.
已合併 MOCK 進度 (會員章部分完成，方便測試全團一眼睇)。請到「👥全團」及「📊我的進度」測試批量剔選。	MOCK progress merged (Membership Badge partially completed for a quick whole-Group view). Go to "👥 Group Overview" and "📊 My Progress" to test batch ticking.
提示：MOCK只在瀏覽器快取，重新整理後若無再次載入會按真實後端資料還原。	Note: MOCK data lives only in the browser cache; after a refresh, the real backend data is restored unless you load MOCK again.
已載入	Loaded 
個 MOCK成員	 MOCK members
MOCK載入失敗	MOCK load failed
暑期賣旗籌款	Summer Flag-selling Fundraiser
全團春季露營	Group Spring Camp
領導才訓練班 (N23/05)	Leadership Training Course (N23/05)
旅際足球邀請賽	Inter-Group Football Invitational
參加者	Participant
籌委	Organising member
服務員	Helper
DEMO 範例資料	DEMO sample data
成員模式：只能查看自己進度，其他獎章及申請	Member mode: you can only view your own progress, other badges and requests
樂行童軍成員	Rover Scout Member
樂行童軍團長	Rover Scout Leader
全團一眼睇會員章+百分比	See the whole Group's Membership Badge + percentages at a glance
考驗營批量一鍵幫全團剔	Camp batch: tick the whole Group in one click
領袖操作：勾選+日期	Leader actions: tick + date
成員操作：申請完成	Member actions: request completion
可勾選（需授權範圍）	Can tick (within authorised scope)
待批批准（若授權）	Approve pending requests (if authorised)
其他獎章只讀自己	Other badges: read-only, own view only
待批查看自己申請	Check own requests in Pending
離線暫存確認寫入	Stage offline, confirm to write
表格列印官方格式	Print official forms
資料庫看綱要及安全指引	Library: scheme and safety guides
可選成員查看紀錄	Select members to view records
全團批量剔（若授權）	Whole-Group batch ticking (if authorised)
進度性獎章 (段章層級)	Progressive badges (segment level)
✅ 已儲存	✅ Saved 
已儲存	Saved 
 筆活動履歷	 activity log entries
💡 「訓練班紀錄」專供成員以	💡 "Training Course Record" is for members to fill in when
身份修讀班別時填寫。	studying a course as a trainee.
例如：全港童軍大露營 2026	e.g. Hong Kong Scout Jamboree 2026
選填	optional
例如 6	e.g. 6
地點、主辦單位、內容摘要……（選填）	Venue, organiser, content summary... (optional)
類型 *	Type *
類型	Type
例如：2026-05-01 區際露營相片3張，團長可參閱共享相簿...	e.g. 3 photos from the inter-district camp on 2026-05-01; the Group Scout Leader can view the shared album...
⚠️ 此旅團後端尚未升級到	⚠️ This Group's backend has not been upgraded to 
，暫未能使用活動履歷。進度、審批、用戶管理等現有功能完全不受影響。	; the Activity Log is unavailable. Existing features (progress, approvals, user management) are not affected.
旅團後端未升級 v8.1：請通知管理員更新 Code.gs 並執行 initializeSheets()	Group backend not upgraded to v8.1: ask the admin to update Code.gs and run initializeSheets()
 的密碼？	?
工作：	Work: 
角色已更新	Role updated
，可勾選及管理。	, can tick and manage.
進度性獎章 (段章層級)	Progressive badges (segment level)
方法一（最推薦）：YMIS 報表匯入	Method 1 (most recommended): YMIS report import
在 YMIS 匯出「自訂報表」PDF（欄位次序：	Export a "Custom Report" PDF from YMIS (column order: 
童軍成員編號 → 中文姓名 → 電郵地址	Scout Member No. → Chinese Name → Email Address
），直接上載，系統會自動讀出成員資料，預覽確認後一次過開戶。	); upload it directly and the system will read member data automatically, preview and onboard in one go.
📘 如何在 YMIS 匯出指定格式報告？（點擊展開）	📘 How to export a report in the required format from YMIS? (click to expand)
PDF 密碼（如有）	PDF password (if any)
📄 上載 YMIS PDF 報表	📄 Upload YMIS PDF report
讀不到 PDF？可把報表文字複製貼上（每行：編號 姓名 電郵）：	PDF unreadable? Copy and paste the report text (one per line: ID Name Email):
🔍 解析貼上的文字	🔍 Parse pasted text
🔒 PDF 解密在瀏覽器內以 pdf.js 完成，檔案與密碼都不會上傳伺服器。	🔒 PDF decryption happens in your browser with pdf.js; the file and password are never uploaded.
方法二：上傳 CSV	Method 2: upload CSV
先按「⬇️ 下載成員範本」取得範本，填寫後上傳。全部成員都會開立可登入帳號（密碼留空＝預設 1234）。	Download the member template first, fill it in, then upload. Every row gets a login account (empty password = default 1234).
方法三（進階／備用，日常不建議）：Google Sheets 直接寫入	Method 3 (advanced/backup, not for daily use): write directly in Google Sheets
把 CSV 匯入 Google Sheets → 填寫 → 用附帶的 Apps Script（	Import the CSV into Google Sheets → fill in → use the bundled Apps Script (
）轉 JSON 並直接寫入旅團主資料表。詳見 	) to convert to JSON and write into the Group's master sheet. See 
批量開戶說明	bulk onboarding guide
📄 下載 Sheets Script（進階備用）	📄 Download Sheets Script (advanced backup)
📘 YMIS 匯出教學	📘 YMIS export guide
📘 YMIS 匯出教學 MD	📘 YMIS export guide MD
📋 匯入預覽（可直接修改）	📋 Import preview (editable)
☑️ 全選	☑️ Select all
⬜ 全不選	⬜ Select none
匯入	Import
聯絡電郵	Email
狀態	Status
✅ 可匯入	✅ Ready to import
⏭️ 已存在	⏭️ Exists
⚠️ 編號非10位	⚠️ ID not 10 digits
⚠️ 缺姓名	⚠️ No name
ℹ️ 缺電郵	ℹ️ No email
預設小隊／支部（可留空）	Default squad/branch (optional)
預設角色	Default role
初始密碼（預設 1234，全體統一）	Initial password (default 1234, same for all)
例如 rover2026（首次登入須更改）	e.g. rover2026 (must change on first login)
🔢 全部補零至10位	🔢 Pad all IDs to 10 digits
🗑️ 清除預覽	🗑️ Clear preview
🚀 確認批量開戶（	🚀 Confirm bulk onboarding (
 人）	 members)
（共 	 (total 
 筆，已選 	, selected 
 筆）	)
團員 member	Member
管委 exec_committee	CMC exec_committee
支部領袖 branch_leader	Branch leader branch_leader
團長 group_leader	Group leader group_leader
管理員 admin	Admin admin
請至少勾選一位有效成員（YMIS 須10位數字且有姓名）	Select at least one valid member (10-digit YMIS with a name)
此 PDF 有密碼保護，請輸入密碼：	This PDF is password-protected. Enter the password:
PDF 密碼不正確，請重新輸入	Incorrect PDF password, please re-enter
未輸入密碼，已取消讀取 PDF	No password entered; PDF reading cancelled
正在讀取 PDF	Reading PDF
正在讀取第 	Reading page 
頁...	 of pages...
無法載入 PDF 解析元件（需要網絡），請改用「貼上文字」或先用瀏覽器另存為無密碼 PDF	Cannot load the PDF parser (network required). Use "paste text" instead, or re-save the PDF without a password first
讀不到成員資料，請確認報表欄位次序為：	No member data found. Check the column order: 
assets/ymis-parse.js 未載入	assets/ymis-parse.js not loaded
✅ 已讀出 	✅ Parsed 
位成員（共 	 members (
 頁），略過 	 pages), skipped 
位成員，略過 	 members, skipped 
 行	 lines
📋 我的申報（活動履歷）	📋 My submissions (Activity Log)
修改申請	Modification request
新申報	New submission
審批意見：	Review note: 
撤銷	Withdraw
➕ 申報活動	➕ Declare Activity
➕ 申報活動履歷	➕ Declare Activity Log
✏️ 申請修改	✏️ Request modification
✏️ 申請修改紀錄	✏️ Request to modify record
📨 送出申報	📨 Submit declaration
送出中...	Submitting...
⏳ 待領袖審批	⏳ Pending leader approval
✅ 已批准	✅ Approved
❌ 已拒絕	❌ Rejected
⏳ 修改待批	⏳ Modification pending
📌 此為已批紀錄的「申請修改」：送出後會重新交回領袖審批，批准後才更新。	📌 This modifies an approved record: it will be sent back for leader re-approval and only updates after approval.
📌 你將自行申報此活動履歷，送出後由領袖審批才正式生效。	📌 You are declaring this activity log yourself; it takes effect only after leader approval.
確定撤銷「	Withdraw "
」此申報？	" this declaration?
已撤銷申請	Application withdrawn
申請人自行撤銷	Withdrawn by applicant
撤銷失敗：	Failed to withdraw: 
📅 履歷審批	📅 Activity Log Approvals
📅 履歷審批 - 成員申報活動履歷	📅 Activity Log Approvals - member declarations
暫無履歷待批	No activity log approvals pending
確定批准此活動履歷申報？	Approve this activity log declaration?
確定拒絕此活動履歷申報？	Reject this activity log declaration?
確定	Confirm 
此活動履歷申報？	this activity log declaration?
正在批准並寫入活動履歷...	Approving and writing to Activity Log...
項活動履歷申報？	activity log declarations?
✅ 已送交審批（	✅ Submitted for approval (
已送交審批	Submitted for approval
），待領袖確認	), awaiting leader approval
，可按上方「➕ 申報活動」自行申報	, use "➕ Declare Activity" above to declare
，可按上方「➕ 新增紀錄」補登	, use "➕ Add Record" above
只有領袖或成員可以申報活動履歷	Only leaders or members can declare activity logs
此紀錄已有待批的修改申請	This record already has a pending modification request
只能申報自己的活動履歷	You can only declare your own activity logs
只能申請修改自己的紀錄	You can only request to modify your own records
筆已送交審批	submitted for approval
我已送出，待領袖確認	Submitted; awaiting leader approval
此申請已處理	This request has already been processed
已批准並寫入活動履歷	Approved and written to Activity Log
已拒絕申請	Application rejected
待批履歷	Pending Activity Logs
成員申報活動履歷在此審批，批准後寫入活動履歷。	Member activity log declarations are approved here and written to the Activity Log after approval.
同樣交 roverbadge 管理員 + 額外交主系統管理員填入旅團設定→元件設定 backend+apikey → 用法：主系統 Dashboard 點卡片 → 自動帶入 from=portal&embed=1 → 直接用	Also give the same to the roverbadge Admin + additionally ask the main-system admin to fill in the Group settings → Widget settings backend+apikey → Usage: click the card on the main-system Dashboard → identity is auto-carried from=portal&embed=1 → use directly
建新試算表	Create a new spreadsheet
私隱選擇	Privacy choice
其他功能	Other features
全團總覽：按段章篩選，避免卡死；按項目統計：百分比+人數；其他獎章已併入我的進度；表格列印：樂行童軍官方格式 (PT/21 / PT/22 / PT/69) 自動填入後列印。	Group Overview: filter by section to avoid freezing; by-item stats: percentage + headcount; Other Badges are merged into My Progress; printable official Rover Scout forms (PT/21 / PT/22 / PT/69) auto-filled then printed.
👥 角色功能教學（登入後）	👥 Role feature guide (after login)
只能看自己進度	Can only view own progress
不能直接剔，按📝申請	Cannot tick directly; use 📝 Request
成員全部功能	All member functions
默認：會員章+活動段章(細項不用)+其他逐個勾	Default: Membership Badge + Activities segments (no need to tick each sub-item) + Other Badges individually
全部功能	All features
我的進度選任何成員看紀錄	My Progress: select any member to see records
待批批量批准	Approve requests in batch in Pending
用戶管理改成員為管委+⚙️權限設定	User Management: change members to CMC + ⚙️ permission settings
領袖默認全部，團長/管理員可改低層級	Leaders default to all; the Group Scout Leader/Admin can change lower levels
審批新帳號	Approve new accounts
⚙️ 設定可勾選權限 -	⚙️ Set assessable permissions -
領袖默認全部 (*)，團長/管理員可更改。管委可按個別成員勾選可考核範圍。	Leaders default to all (*); the Group Scout Leader/Admin can change it. CMC members can have their assessable scope ticked individually.
成員改為管理委員會後，可設定其可考核：會員章、活動段章(細項不用)、其他獎章逐個勾。	After changing a member to the Crew Management Committee, you can set what they can assess: Membership Badge, Activities segments (no need to tick each sub-item), and Other Badges individually.
📝 申請完成 -	📝 Request completion -
若成員為協助訓練班（如擔任助教、導師、工作人員等），請直接選擇上方「	If a member is assisting a training course (e.g. as assistant, instructor, staff, etc.), please choose above: "
」填寫。	" to fill in.
步驟一：搜尋與篩選旅團成員	Step 1: Search and filter Group members
青少年成員資訊系統 (YMIS)	Youth Member Information System (YMIS)
點選頂部選單「功能」→「搜尋成員紀錄」。	Click the top menu "Functions" → "Search member records".
展開「成員紀錄」區塊：選擇所屬「地域」及「童軍區」，在「童軍旅」輸入你的旅團代號。	Expand the "Member Records" section: choose the "Region" and "District", and enter your Group code in "Scout Group".
按「搜尋」，在成員列表勾選要匯出的成員，或勾選最上方的「全選」。	Click "Search", tick the members to export in the member list, or tick "Select All" at the top.
步驟二：編製報告 → 自訂報表	Step 2: Compile Report → Custom Report
按搜尋結果上方的「編製報告」。	Click "Compile Report" above the search results.
報告種類：切換為「自訂報表」；上方「排列」與「第二排列」可略過不變。	Report type: switch to "Custom Report"; the "Sort" and "Secondary Sort" above can be left unchanged.
步驟三：欄位次序（最關鍵！）	Step 3: Field order (most critical!)
嚴格依序	In strict order
把左側欄位加入右側「已選擇之項目」：	Add the left-side fields to the right-side "Selected Items":
童軍成員編號（＝系統的 YMIS）	Scout Member No. (= the system's YMIS)
電郵地址（＝聯絡電郵）	Email address (= contact email)
💡 欄位先後次序完全取決於加入右側的先後次序；右側每欄的寬度百分比可維持預設（例如 100%）。	💡 The field order depends entirely on the order you add them to the right; each column's width percentage can stay at the default (e.g. 100%).
步驟四：產出與下載	Step 4: Generate and download
確認右側次序為：童軍成員編號 → 中文姓名 → 電郵地址。	Confirm the right-side order is: Scout Member No. → Chinese Name → Email Address.
按右下角「確定」，系統自動產生並下載 PDF。	Click "OK" at the bottom right; the system auto-generates and downloads the PDF.
🔐 PDF 有密碼？	🔐 PDF password-protected?
YMIS 匯出的 PDF 多數帶密碼保護。本 APP 支援直接輸入密碼解鎖讀取；若仍讀不到，可用 Chrome／Edge 開啟 PDF（輸入密碼）→ 列印 → 目的地選「另存為 PDF」，儲存出來的新檔案就沒有密碼。詳見	Most PDFs exported from YMIS are password-protected. This APP supports unlocking by entering the password directly; if it still cannot be read, open the PDF in Chrome/Edge (enter the password) → Print → destination "Save as PDF", and the saved new file has no password. See
YMIS 匯出教學	YMIS export guide
）轉 JSON 並直接寫入旅團主資料表。詳見	) to JSON and write directly into the Group's main data sheet. See
服務員	Server
統籌	Coordinator
助教	Teaching assistant
導師	Instructor
班領導人	Course leader
工作人員	Staff
領隊	Team leader
參加者	Participant
籌委	Organising committee
學員	Trainee
服務紀錄	Service Record
活動紀錄	Activity Record
訓練班紀錄	Training Course Record
學員身份	as a trainee
協助訓練班	assisting a training course
任教	teaching
必須	Must
｜後端 API 未部署，請聯絡管理員重新部署	| the backend API is not deployed; please ask your section admin to redeploy on Vercel
｜後端找不到此旅團，請檢查 troops.json 已否同步	| the backend cannot find this troop; please check that troops.json has been synced
⚠️ 後端 API 未部署（/api/* 無回應），登入一定失敗；請聯絡管理員喺 Vercel 重新部署	⚠️ Backend API is not deployed (/api/* does not respond), so sign-in will always fail. Please ask your section admin to redeploy on Vercel
⚠️ 後端未登記此旅團（troops.json 未同步），登入會失敗	⚠️ This troop is not registered in the backend (troops.json not synced); sign-in will fail
